site_id,country,latitude,longitude,As_ugL,Pb_ugL,Cd_ugL,Cr_ugL,Hg_ugL,HPI,HEI,MI,risk_category,water_safe
S1397,India,24.8176,75.9864,12.697,8.565,1.551,53.806,1.491,104.21,5.21,1.49,Critical,No
S1398,India,20.8321,78.3084,3.208,6.844,1.605,63.783,1.314,82.6,4.13,1.31,Moderate,Borderline
S1399,India,19.4707,74.4984,5.835,13.901,2.71,54.368,0.799,95.27,4.76,1.39,Moderate,Borderline
S1400,India,17.948,82.6508,7.076,10.614,3.028,32.612,0.479,78.19,3.91,1.06,Moderate,Borderline
S1402,India,13.6017,78.2741,11.748,5.909,3.04,68.031,1.393,110.65,5.53,1.39,Critical,No
S1403,India,21.4284,78.8741,5.371,3.078,3.445,71.248,0.524,78.84,3.94,1.42,Moderate,Borderline
S1404,India,25.9697,80.2057,14.131,10.762,4.393,35.68,0.72,107.74,5.39,1.46,Critical,No
S1406,India,15.3481,79.0589,3.192,9.749,1.346,19.802,1.207,66.92,3.35,1.21,Moderate,Borderline
S1407,India,23.1068,78.035,3.696,10.002,2.158,65.609,0.733,82.69,4.13,1.31,Moderate,Borderline
S1408,India,23.9306,76.7068,7.496,3.202,2.305,54.271,0.605,70.57,3.53,1.09,Moderate,Borderline
S1409,India,20.0441,77.6999,10.057,12.076,2.388,40.214,0.406,84.39,4.22,1.21,Moderate,Borderline
S1410,India,20.6242,76.8125,8.78,9.351,4.316,19.394,1.02,93.19,4.66,1.44,Moderate,Borderline
S1411,Pakistan,35.2242,78.5278,22.844,8.693,0.977,66.293,1.093,117.96,5.9,2.28,Critical,No
S1413,Pakistan,32.8295,69.9734,13.48,20.039,5.276,122.196,2.039,191.87,9.59,2.44,Critical,No
S1414,Pakistan,26.4424,72.4963,12.167,16.864,3.774,77.734,1.294,140.2,7.01,1.69,Critical,No
S1415,Pakistan,28.143,72.3663,13.111,19.825,5.882,73.563,1.067,155.85,7.79,1.98,Critical,No
S1416,Pakistan,30.7915,70.7232,23.413,22.394,2.51,46.358,1.947,165.83,8.29,2.34,Critical,No
S1417,Pakistan,32.3581,66.5525,8.735,10.884,1.322,54.389,1.204,93.89,4.69,1.2,Moderate,Borderline
S1418,Pakistan,24.8893,71.6029,14.426,3.642,4.564,71.656,0.867,112.57,5.63,1.52,Critical,No
S1419,Pakistan,34.6287,66.3071,24.427,24.777,2.557,73.586,0.965,164.19,8.21,2.48,Critical,No
S1420,Pakistan,27.5532,68.9504,13.034,13.135,5.521,60.317,1.807,149.41,7.47,1.84,Critical,No
S1421,Pakistan,28.9761,69.2389,22.956,18.629,6.85,80.866,2.023,201.64,10.08,2.3,Critical,No
S1422,Pakistan,31.5303,68.2822,22.209,17.426,4.639,49.221,2.075,171.39,8.57,2.22,Critical,No
S1423,Pakistan,27.311,68.5432,14.959,18.773,5.528,42.234,2.09,163.01,8.15,2.09,Critical,No
S1424,Pakistan,30.7157,76.5009,4.455,9.554,4.353,121.913,1.371,133.22,6.66,2.44,Critical,No
S1425,Pakistan,34.022,70.4302,5.816,20.696,7.005,84.532,2.494,183.42,9.17,2.49,Critical,No
S1426,Pakistan,27.022,68.3536,23.23,9.796,6.128,44.093,1.988,164.3,8.22,2.32,Critical,No
S1427,Pakistan,33.0598,71.6041,14.364,10.77,2.621,72.292,1.91,134.86,6.74,1.91,Critical,No
S1428,Pakistan,28.6459,70.4606,11.065,18.903,4.455,98.138,1.166,152.21,7.61,1.96,Critical,No
S1429,Pakistan,30.3325,65.7206,13.885,4.863,4.113,33.761,1.788,114.18,5.71,1.79,Critical,No
S1430,Pakistan,32.6163,69.5013,16.216,16.36,5.29,52.371,0.398,129.33,6.47,1.76,Critical,No
S1431,Pakistan,33.9027,70.1764,9.294,21.985,3.879,81.93,2.46,170.39,8.52,2.46,Critical,No
S1432,Pakistan,27.1636,68.8836,2.104,14.724,6.844,15.388,0.842,102.28,5.11,2.28,Critical,No
S1433,Pakistan,26.2871,71.9667,10.681,23.314,4.178,66.415,2.073,163.87,8.19,2.33,Critical,No
S1434,Pakistan,35.6631,66.3218,3.975,23.818,2.828,62.854,1.305,125.68,6.28,2.38,Critical,No
S1435,Pakistan,28.2473,79.1221,20.198,21.295,6.391,98.073,0.626,177.34,8.87,2.13,Critical,No
S1436,Pakistan,34.7371,71.5194,9.296,24.551,4.854,67.91,2.357,174.36,8.72,2.46,Critical,No
S1437,Pakistan,29.5589,70.7931,11.952,15.502,4.308,104.815,0.224,130.03,6.5,2.1,Critical,No
S1438,Pakistan,30.5009,74.382,3.277,18.852,7.077,86.365,1.714,160.26,8.01,2.36,Critical,No
S1439,Pakistan,30.2126,70.297,23.454,16.914,2.967,55.553,1.84,159.54,7.98,2.35,Critical,No
S1440,Pakistan,35.9382,69.1302,18.775,23.289,1.983,55.055,2.166,162.69,8.13,2.33,Critical,No
S1441,Pakistan,25.1856,70.5082,20.915,22.552,5.709,86.684,1.902,197.71,9.89,2.26,Critical,No
S1442,Pakistan,24.8093,67.6697,14.603,9.251,4.921,70.84,2.293,154.71,7.74,2.29,Critical,No
S1443,Pakistan,28.4097,70.2907,24.477,13.711,3.131,43.874,1.719,149.18,7.46,2.45,Critical,No
S1444,Pakistan,31.4385,71.619,23.004,15.464,1.623,98.371,1.434,155.78,7.79,2.3,Critical,No
S1445,Pakistan,30.1087,67.8253,21.897,16.966,3.016,46.728,0.853,133.58,6.68,2.19,Critical,No
S1446,Pakistan,36.5925,73.6059,8.493,22.255,3.069,31.384,2.341,141.33,7.07,2.34,Critical,No
S1447,Pakistan,31.6426,72.1768,18.768,21.709,4.071,27.471,2.423,167.54,8.38,2.42,Critical,No
S1448,Pakistan,28.6865,64.7559,13.306,15.334,5.63,65.253,1.934,159.59,7.98,1.93,Critical,No
S1449,Pakistan,30.2097,73.5244,4.163,11.864,4.971,103.221,1.717,140.82,7.04,2.06,Critical,No
S1450,Pakistan,30.1662,71.3051,12.317,18.393,2.439,99.85,0.917,135.96,6.8,2.0,Critical,No
S1451,Pakistan,27.6576,68.5352,15.634,19.598,1.946,43.226,1.93,139.33,6.97,1.96,Critical,No
S1453,Pakistan,29.4627,69.7138,21.523,13.354,2.605,78.529,1.24,143.33,7.17,2.15,Critical,No
S1454,Pakistan,35.2794,70.3486,8.607,16.146,3.013,18.725,0.522,87.52,4.38,1.61,Moderate,Borderline
S1455,Pakistan,26.2658,69.6814,11.435,23.499,6.307,96.255,1.965,189.72,9.49,2.35,Critical,No
S1456,Pakistan,32.3509,67.4645,16.048,21.633,7.18,95.181,0.528,171.86,8.59,2.39,Critical,No
S1457,Pakistan,28.2448,73.5215,24.22,3.483,3.835,21.782,0.389,97.47,4.87,2.42,Moderate,Borderline
S1458,Pakistan,31.1525,64.1531,19.24,10.325,5.861,78.194,2.272,174.92,8.75,2.27,Critical,No
S1459,Pakistan,31.901,69.478,20.158,21.549,2.991,122.352,0.959,171.47,8.57,2.45,Critical,No
S1460,Pakistan,27.2672,72.9807,13.06,8.37,4.017,108.224,1.352,139.97,7.0,2.16,Critical,No
S1461,Pakistan,24.109,67.9828,22.418,22.156,3.119,89.96,1.689,179.71,8.99,2.24,Critical,No
S1462,Pakistan,28.6636,70.7039,17.747,23.541,3.099,47.763,0.853,139.4,6.97,2.35,Critical,No
S1463,Pakistan,29.8117,67.4437,23.86,9.316,5.836,42.798,1.755,157.48,7.87,2.39,Critical,No
S1464,Pakistan,28.7864,72.9102,17.424,13.467,3.607,71.787,2.358,161.7,8.09,2.36,Critical,No
S1465,Pakistan,27.6729,70.8373,23.376,21.266,3.708,27.076,2.436,173.55,8.68,2.44,Critical,No
S1466,Pakistan,27.5226,72.2783,6.157,22.443,1.73,101.755,2.042,150.28,7.51,2.24,Critical,No
S1467,Pakistan,32.1535,74.053,15.258,19.066,2.826,86.217,1.176,145.49,7.27,1.91,Critical,No
S1468,Pakistan,31.3598,68.5054,16.234,10.506,4.491,105.464,1.848,162.57,8.13,2.11,Critical,No
S1469,Pakistan,35.3442,71.6998,21.624,19.897,5.442,112.188,2.046,205.12,10.26,2.24,Critical,No
S1470,Pakistan,26.9833,68.8989,16.598,24.952,6.411,110.681,1.985,209.81,10.49,2.5,Critical,No
S1471,Pakistan,36.3176,72.2925,18.015,23.271,5.804,110.761,1.527,196.11,9.81,2.33,Critical,No
S1472,Pakistan,24.6868,67.889,20.949,24.58,4.754,58.897,1.496,176.23,8.81,2.46,Critical,No
S1473,Pakistan,31.7987,67.4185,13.992,10.527,2.926,48.325,1.763,123.13,6.16,1.76,Critical,No
S1475,Pakistan,27.0948,69.0659,22.655,4.687,7.108,122.59,1.766,186.43,9.32,2.45,Critical,No
S1476,Pakistan,27.3279,70.1669,17.909,20.388,6.331,58.344,2.119,184.52,9.23,2.12,Critical,No
S1477,Pakistan,30.207,67.5473,13.313,16.599,2.45,109.69,1.107,142.17,7.11,2.19,Critical,No
S1478,Pakistan,24.4687,67.5428,17.616,8.392,6.53,104.633,2.078,178.96,8.95,2.18,Critical,No
S1479,Pakistan,31.3269,64.6329,13.427,16.371,5.068,61.058,1.677,151.35,7.57,1.69,Critical,No
S1480,Pakistan,29.1197,68.8017,14.454,14.66,4.053,93.032,2.022,162.9,8.15,2.02,Critical,No
S1481,Pakistan,34.0289,69.3079,12.139,17.538,6.863,91.133,1.537,172.3,8.62,2.29,Critical,No
S1482,Pakistan,31.3837,68.4537,8.019,17.929,6.363,83.299,1.648,160.6,8.03,2.12,Critical,No
S1483,Pakistan,29.3564,72.5976,5.067,8.506,6.502,62.919,1.259,120.84,6.04,2.17,Critical,No
S1484,Pakistan,26.5733,71.1449,23.387,3.317,1.699,98.941,1.236,129.03,6.45,2.34,Critical,No
S1485,Pakistan,27.7945,75.8262,19.855,9.949,6.075,53.183,1.468,150.74,7.54,2.02,Critical,No
S1486,Pakistan,32.0068,68.2112,18.85,11.841,3.375,122.167,2.488,182.51,9.13,2.49,Critical,No
S1487,Pakistan,28.058,68.1475,5.408,12.567,4.232,122.084,2.026,153.52,7.68,2.44,Critical,No
S1488,Pakistan,30.0164,65.4173,13.953,18.582,6.375,104.058,2.294,195.07,9.75,2.29,Critical,No
S1489,Pakistan,30.8158,69.8442,14.453,10.738,5.99,45.591,2.117,150.89,7.54,2.12,Critical,No
S1490,Pakistan,29.7222,64.3931,9.877,12.145,3.229,46.508,1.702,118.21,5.91,1.7,Critical,No
S1491,Pakistan,36.661,71.8187,23.672,13.024,0.821,42.239,1.274,121.24,6.06,2.37,Critical,No
S1493,Pakistan,23.9382,70.4266,15.194,10.664,2.904,84.84,0.394,112.89,5.64,1.7,Critical,No
S1494,Pakistan,28.7635,68.3777,4.324,18.361,2.498,71.205,1.354,117.59,5.88,1.84,Critical,No
S1496,Pakistan,28.7182,64.4607,16.944,23.837,2.441,44.623,1.675,149.18,7.46,2.38,Critical,No
S1497,Pakistan,28.5637,77.3171,23.884,12.658,2.791,97.948,1.98,170.47,8.52,2.39,Critical,No
S1498,Pakistan,27.8407,69.4958,17.269,24.001,5.16,80.667,1.813,185.47,9.27,2.4,Critical,No
S1499,Pakistan,28.8552,71.2308,17.432,23.368,4.995,73.51,2.341,191.12,9.56,2.34,Critical,No
S1500,Pakistan,30.9016,63.2907,21.245,24.889,6.041,81.999,1.728,199.9,10.0,2.49,Critical,No
S1501,Pakistan,29.2836,67.364,20.477,12.279,3.185,121.616,1.849,172.37,8.62,2.43,Critical,No
S1502,Pakistan,30.7116,68.7239,18.235,23.28,6.383,124.144,0.985,194.94,9.75,2.48,Critical,No
S1503,Pakistan,30.0266,75.2718,14.271,20.448,3.753,87.516,1.891,167.28,8.36,2.04,Critical,No
S1504,Pakistan,28.0858,72.085,10.7,20.034,2.993,106.011,1.919,162.21,8.11,2.12,Critical,No
S1505,Pakistan,28.8294,70.0171,4.376,15.169,2.631,104.301,2.016,138.67,6.93,2.09,Critical,No
S1506,Pakistan,34.8715,64.1473,24.162,8.56,7.24,81.154,1.896,184.09,9.2,2.42,Critical,No
S1507,Pakistan,32.708,70.9709,20.687,15.852,4.724,41.386,1.63,153.73,7.69,2.07,Critical,No
S1508,Pakistan,30.5497,64.628,13.864,24.291,2.8,69.544,1.314,149.07,7.45,2.43,Critical,No
S1509,Pakistan,33.625,70.7344,11.273,9.044,2.813,81.719,2.455,141.17,7.06,2.46,Critical,No
S1510,Pakistan,27.4003,71.047,16.605,16.746,2.495,100.554,1.769,158.94,7.95,2.01,Critical,No
S1511,Pakistan,28.274,70.7596,18.651,16.619,5.999,90.251,1.067,167.97,8.4,2.0,Critical,No
S1512,Pakistan,32.9879,72.2087,12.793,23.402,2.721,50.61,1.891,148.59,7.43,2.34,Critical,No
S1513,Pakistan,29.0542,70.6946,14.478,15.095,1.92,48.568,2.049,132.35,6.62,2.05,Critical,No
S1514,Pakistan,24.5539,70.9384,13.972,13.554,5.505,66.102,2.226,162.71,8.14,2.23,Critical,No
S1515,Pakistan,30.4009,66.5575,18.445,18.182,4.846,76.78,1.567,167.61,8.38,1.84,Critical,No
S1516,Pakistan,27.7269,64.9895,8.393,22.367,2.635,62.414,1.429,132.63,6.63,2.24,Critical,No
S1517,Pakistan,31.8568,64.8777,15.065,13.615,5.521,53.882,2.183,159.38,7.97,2.18,Critical,No
S1518,Pakistan,26.46,71.0244,5.841,14.817,6.013,64.281,2.452,156.16,7.81,2.45,Critical,No
S1519,Pakistan,33.8815,67.6736,9.326,3.18,3.852,93.681,1.272,113.6,5.68,1.87,Critical,No
S1521,Pakistan,25.6796,69.3873,20.019,12.543,1.004,91.59,1.602,140.49,7.02,2.0,Critical,No
S1522,Pakistan,28.6995,71.679,21.895,19.505,2.985,58.51,1.409,154.28,7.71,2.19,Critical,No
S1523,Pakistan,27.9962,68.315,8.169,15.287,2.674,106.997,0.683,121.2,6.06,2.14,Critical,No
S1524,Pakistan,29.4274,65.0233,14.017,22.319,7.46,34.914,1.738,171.13,8.56,2.49,Critical,No
S1525,Pakistan,33.4167,63.3222,24.024,12.97,0.722,65.372,0.679,118.53,5.93,2.4,Critical,No
S1526,Pakistan,31.631,74.8057,12.037,16.35,3.885,80.924,1.122,137.48,6.87,1.64,Critical,No
S1527,Pakistan,30.8617,64.062,21.274,14.022,7.201,52.615,0.978,159.2,7.96,2.4,Critical,No
S1528,Pakistan,22.8241,71.0409,8.969,4.373,7.149,76.395,1.587,136.64,6.83,2.38,Critical,No
S1529,Pakistan,30.1489,69.347,23.654,11.586,6.525,33.524,1.753,162.45,8.12,2.37,Critical,No
S1530,Pakistan,33.7367,68.2468,3.978,22.513,5.037,51.041,2.138,149.74,7.49,2.25,Critical,No
S1531,Pakistan,31.5956,69.8839,22.944,14.321,5.335,66.067,1.776,172.04,8.6,2.29,Critical,No
S1532,Pakistan,32.6328,67.6147,3.842,23.044,4.049,46.511,0.417,107.71,5.39,2.3,Critical,No
S1533,Pakistan,31.7764,63.591,21.545,14.821,1.562,45.477,1.716,135.66,6.78,2.15,Critical,No
S1534,Pakistan,26.0149,70.4968,15.459,15.853,6.092,102.777,1.571,175.77,8.79,2.06,Critical,No
S1535,Pakistan,32.1468,68.8203,8.312,20.373,6.279,98.823,1.898,176.72,8.84,2.09,Critical,No
S1536,Pakistan,35.4132,69.2984,22.897,13.815,5.35,96.414,2.2,191.66,9.58,2.29,Critical,No
S1537,Pakistan,31.0479,69.1867,16.938,4.38,3.776,121.354,2.308,162.51,8.13,2.43,Critical,No
S1538,Pakistan,31.7178,71.3603,20.085,18.64,3.691,120.778,1.992,190.21,9.51,2.42,Critical,No
S1539,Pakistan,31.7429,76.0019,22.988,9.039,5.837,33.359,1.051,137.33,6.87,2.3,Critical,No
S1540,Pakistan,31.6661,72.5803,10.231,23.114,4.509,46.993,2.278,161.11,8.06,2.31,Critical,No
S1541,Pakistan,34.5242,71.5342,11.445,19.045,6.637,113.851,0.908,168.93,8.45,2.28,Critical,No
S1542,Pakistan,25.247,74.2729,8.961,13.579,5.877,110.162,1.459,157.5,7.88,2.2,Critical,No
S1543,Pakistan,27.45,69.1636,24.509,10.173,5.19,43.018,0.238,125.93,6.3,2.45,Critical,No
S1544,Pakistan,26.7997,70.7086,8.709,18.587,3.998,53.554,0.46,111.87,5.59,1.86,Critical,No
S1545,Pakistan,28.8885,69.3075,15.207,20.311,6.847,104.876,1.421,187.05,9.35,2.28,Critical,No
S1546,Pakistan,35.2899,69.2281,16.417,14.975,4.271,114.313,1.187,160.72,8.04,2.29,Critical,No
S1547,Pakistan,26.1349,66.7885,20.355,8.9,6.079,93.513,2.047,177.38,8.87,2.05,Critical,No
S1548,Pakistan,26.3522,69.2625,13.422,3.579,6.377,102.198,2.132,160.03,8.0,2.13,Critical,No
S1549,Pakistan,30.9532,69.8811,17.674,12.978,7.116,46.999,2.356,174.66,8.73,2.37,Critical,No
S1550,Pakistan,34.5371,66.5243,13.609,3.042,3.859,45.584,1.079,98.84,4.94,1.36,Moderate,Borderline
S1551,Pakistan,34.351,66.6335,11.832,17.77,6.321,97.008,2.314,186.43,9.32,2.31,Critical,No
S1552,Pakistan,29.6834,69.1959,17.722,17.356,3.842,44.583,1.971,153.02,7.65,1.97,Critical,No
S1553,Pakistan,28.3654,70.4146,9.688,14.257,6.642,54.634,2.048,154.98,7.75,2.21,Critical,No
S1554,Pakistan,27.9733,72.1225,11.273,20.598,2.934,65.474,1.051,130.51,6.53,2.06,Critical,No
S1555,Pakistan,24.7747,73.42,3.453,4.803,3.011,26.783,1.588,79.06,3.95,1.59,Moderate,Borderline
S1556,Pakistan,33.1399,67.7142,13.198,6.697,5.198,95.96,0.952,131.87,6.59,1.92,Critical,No
S1557,Pakistan,29.1538,66.5937,18.695,19.646,3.16,43.648,2.419,163.59,8.18,2.42,Critical,No
S1558,Pakistan,29.8449,67.3817,22.564,8.795,6.626,118.353,1.432,182.87,9.14,2.37,Critical,No
S1559,Pakistan,31.4126,72.9635,9.007,10.512,5.644,54.512,1.513,128.73,6.44,1.88,Critical,No
S1560,Pakistan,35.3251,70.0954,16.147,14.178,4.787,119.441,0.895,158.24,7.91,2.39,Critical,No
S1561,Pakistan,27.4285,71.4754,12.032,21.256,3.711,90.832,0.977,147.19,7.36,2.13,Critical,No
S1562,Pakistan,30.0153,74.5814,14.185,14.603,6.317,72.656,1.842,165.59,8.28,2.11,Critical,No
S1563,Pakistan,31.7502,72.0283,16.588,20.769,7.278,62.75,2.113,190.59,9.53,2.43,Critical,No
S1564,Pakistan,30.5162,68.2349,10.459,10.648,2.462,70.517,1.349,113.81,5.69,1.41,Critical,No
S1565,Pakistan,29.5082,71.2068,13.677,19.012,5.644,57.595,2.213,170.3,8.52,2.21,Critical,No
S1566,Pakistan,33.6707,74.0048,8.993,24.345,4.33,28.406,2.045,147.81,7.39,2.43,Critical,No
S1567,Pakistan,26.99,69.6699,18.256,14.004,2.449,88.573,0.225,120.78,6.04,1.83,Critical,No
S1568,Pakistan,33.5487,65.3666,16.323,24.149,6.819,58.469,2.005,189.89,9.49,2.41,Critical,No
S1569,Pakistan,27.5462,70.4215,18.156,11.745,5.452,71.871,2.399,172.88,8.64,2.4,Critical,No
S1570,Pakistan,33.9636,65.1583,15.697,15.233,7.38,101.004,1.359,178.64,8.93,2.46,Critical,No
S1571,Pakistan,29.3383,65.9304,10.672,6.356,3.344,96.215,1.649,127.82,6.39,1.92,Critical,No
S1572,Pakistan,31.3961,73.6465,10.301,21.777,2.954,60.629,2.234,152.78,7.64,2.23,Critical,No
S1573,Pakistan,32.6245,69.5684,17.795,12.452,5.337,124.209,2.074,187.24,9.36,2.48,Critical,No
S1574,Pakistan,25.984,69.5164,13.198,15.714,3.154,94.992,2.312,163.09,8.15,2.31,Critical,No
S1575,Pakistan,31.1641,67.6248,14.335,14.893,6.326,20.27,1.728,143.3,7.16,2.11,Critical,No
S1576,Pakistan,28.681,73.4051,20.194,11.954,2.762,79.163,1.333,141.03,7.05,2.02,Critical,No
S1577,Pakistan,28.0047,68.2493,16.823,8.754,4.724,100.573,1.073,144.34,7.22,2.01,Critical,No
S1578,Pakistan,33.0861,67.2348,21.259,16.475,4.108,79.388,0.641,147.43,7.37,2.13,Critical,No
S1579,Pakistan,30.0642,73.5522,16.333,24.901,5.41,119.418,1.895,204.2,10.21,2.49,Critical,No
S1580,Pakistan,27.0699,68.9756,22.981,20.878,4.986,68.024,2.032,188.81,9.44,2.3,Critical,No
S1581,Pakistan,33.1591,73.321,15.808,13.352,5.972,110.471,1.117,164.66,8.23,2.21,Critical,No
S1582,Pakistan,33.5483,72.4098,11.212,12.02,6.448,10.289,1.989,133.35,6.67,2.15,Critical,No
S1583,Pakistan,31.6808,64.0411,9.741,13.528,6.653,119.124,2.369,185.92,9.3,2.38,Critical,No
S1584,Pakistan,25.4447,74.9557,21.162,16.407,4.323,91.689,1.546,171.55,8.58,2.12,Critical,No
S1585,Pakistan,29.3619,69.1369,24.585,23.556,6.184,65.049,1.867,200.87,10.04,2.46,Critical,No
S1586,Pakistan,31.1227,71.1035,22.46,16.297,6.64,60.942,1.041,166.98,8.35,2.25,Critical,No
S1587,Pakistan,26.3496,67.4975,24.261,21.38,6.68,90.896,1.126,194.69,9.73,2.43,Critical,No
S1588,Pakistan,32.0908,62.7437,10.087,18.391,7.373,69.613,1.574,165.43,8.27,2.46,Critical,No
S1589,Pakistan,30.0928,65.4848,24.422,19.623,3.3,12.829,0.984,134.9,6.75,2.44,Critical,No
S1590,Pakistan,29.6912,66.5711,14.069,20.01,5.029,73.814,1.362,158.45,7.92,2.0,Critical,No
S1591,Nigeria,6.7244,11.9482,22.399,3.928,4.15,122.2,2.202,173.24,8.66,2.44,Critical,No
S1592,Nigeria,9.6334,6.7453,3.257,23.67,6.474,17.196,0.309,110.07,5.5,2.37,Critical,No
S1593,Nigeria,12.6183,8.037,22.653,23.779,6.934,63.564,1.459,193.7,9.68,2.38,Critical,No
S1594,Nigeria,12.5813,4.2361,6.499,8.067,3.26,44.302,1.301,94.61,4.73,1.3,Moderate,Borderline
S1595,Nigeria,6.8679,10.0509,11.802,17.975,2.49,76.633,2.303,152.87,7.64,2.3,Critical,No
S1596,Nigeria,4.5285,11.4757,19.911,18.112,6.22,66.536,1.152,167.17,8.36,2.07,Critical,No
S1597,Nigeria,10.5125,9.4298,16.04,9.695,6.92,52.254,2.481,168.12,8.41,2.48,Critical,No
S1598,Nigeria,13.1503,9.4196,20.519,9.953,5.929,114.299,1.671,179.61,8.98,2.29,Critical,No
S1600,Nigeria,8.3674,6.8991,10.142,9.804,3.821,116.382,1.851,148.94,7.45,2.33,Critical,No
S1601,Nigeria,11.4281,8.888,17.102,22.961,1.196,120.563,2.401,184.34,9.22,2.41,Critical,No
S1602,Nigeria,9.4981,10.9894,18.998,21.19,7.41,13.474,1.567,166.51,8.33,2.47,Critical,No
S1603,Nigeria,7.3772,9.3519,24.594,15.292,0.825,103.393,1.2,150.63,7.53,2.46,Critical,No
S1604,Nigeria,8.5975,5.3822,8.392,6.442,7.038,124.212,0.404,134.35,6.72,2.48,Critical,No
S1605,Nigeria,4.6059,11.3989,22.224,13.953,1.059,79.383,1.722,145.61,7.28,2.22,Critical,No
S1606,Nigeria,12.5483,12.0907,17.823,16.108,4.904,20.971,2.195,152.84,7.64,2.19,Critical,No
S1608,Nigeria,6.7558,7.7772,3.253,14.014,1.525,74.972,1.649,107.67,5.38,1.65,Critical,No
S1609,Nigeria,11.1015,5.7362,20.256,8.575,1.216,120.082,0.559,124.98,6.25,2.4,Critical,No
S1610,Nigeria,9.0539,16.0941,24.504,23.232,3.721,76.49,1.461,180.09,9.0,2.45,Critical,No
S1611,Nigeria,6.1201,9.0962,19.044,15.003,2.512,85.592,1.653,152.14,7.61,1.9,Critical,No
S1612,Nigeria,12.4299,11.1092,14.085,18.948,1.898,109.906,1.436,151.4,7.57,2.2,Critical,No
S1613,Nigeria,11.7391,9.1562,10.385,9.653,2.477,84.799,0.902,108.55,5.43,1.7,Critical,No
S1614,Nigeria,6.9691,3.6872,21.649,2.397,6.276,101.725,1.03,151.22,7.56,2.16,Critical,No
S1615,Nigeria,11.4599,10.8387,2.06,3.15,4.539,48.864,1.795,96.13,4.81,1.79,Moderate,Borderline
S1616,Nigeria,12.9344,4.5758,11.48,6.658,5.23,68.376,1.481,128.11,6.41,1.74,Critical,No
S1617,Nigeria,11.2954,8.3551,8.432,13.616,5.003,51.646,1.494,127.99,6.4,1.67,Critical,No
S1618,Nigeria,6.4282,6.665,8.074,24.039,7.475,45.853,2.357,179.54,8.98,2.49,Critical,No
S1619,Nigeria,7.1582,7.7876,2.944,14.979,3.25,68.915,1.53,115.68,5.78,1.53,Critical,No
S1620,Nigeria,13.7583,8.1143,11.662,23.705,2.94,107.361,0.862,150.52,7.53,2.37,Critical,No
S1621,Nigeria,7.895,6.5589,17.811,19.243,2.952,118.536,1.815,177.5,8.88,2.37,Critical,No
S1623,Nigeria,9.6863,4.1211,22.327,8.556,7.397,90.649,1.557,178.48,8.92,2.47,Critical,No
S1624,Nigeria,5.9574,5.6135,18.847,18.648,5.551,44.333,2.301,175.75,8.79,2.3,Critical,No
S1625,Nigeria,11.9164,11.456,17.503,11.217,6.94,118.444,2.016,191.4,9.57,2.37,Critical,No
S1626,Nigeria,6.2768,4.8703,11.359,11.965,4.722,50.401,0.392,106.13,5.31,1.57,Critical,No
S1627,Nigeria,10.3546,8.7996,12.019,11.136,1.672,86.18,1.262,117.17,5.86,1.72,Critical,No
S1628,Nigeria,10.8961,9.6869,17.754,19.51,7.425,63.066,2.465,198.55,9.93,2.48,Critical,No
S1629,Nigeria,10.4231,2.0873,3.685,4.145,6.287,123.765,0.573,118.54,5.93,2.48,Critical,No
S1630,Nigeria,5.1319,10.2044,16.624,22.817,5.593,57.524,2.08,180.78,9.04,2.28,Critical,No
S1631,Nigeria,6.4806,6.4667,16.552,10.974,4.245,68.219,2.035,151.34,7.57,2.04,Critical,No
S1632,Nigeria,5.5982,8.2412,23.55,4.685,5.609,124.666,0.909,161.91,8.1,2.49,Critical,No
S1633,Nigeria,12.7369,9.3992,14.922,15.875,4.221,43.226,1.013,127.28,6.36,1.59,Critical,No
S1634,Nigeria,11.284,11.6979,21.052,3.172,4.422,118.316,0.877,142.79,7.14,2.37,Critical,No
S1635,Nigeria,10.3935,7.75,18.186,20.125,5.639,114.294,2.061,201.15,10.06,2.29,Critical,No
S1636,Nigeria,10.4778,9.3583,24.174,16.461,4.079,104.806,2.495,200.29,10.01,2.5,Critical,No
S1637,Nigeria,10.0933,13.0077,13.321,23.23,6.607,58.698,1.449,169.61,8.48,2.32,Critical,No
S1638,Nigeria,10.6286,7.9178,3.122,4.73,2.786,47.488,1.805,89.37,4.47,1.8,Moderate,Borderline
S1639,Nigeria,15.7703,8.4821,17.797,22.381,6.487,56.239,1.139,168.88,8.44,2.24,Critical,No
S1640,Nigeria,8.4769,5.8231,21.967,20.529,0.687,112.431,1.988,174.3,8.72,2.25,Critical,No
S1641,Nigeria,10.3519,7.6456,9.085,5.713,4.088,100.151,2.122,139.35,6.97,2.12,Critical,No
S1642,Nigeria,11.9962,5.2694,6.508,17.276,6.902,83.151,1.564,158.12,7.91,2.3,Critical,No
S1643,Nigeria,7.8535,8.8845,18.375,18.124,6.322,71.607,1.65,176.79,8.84,2.11,Critical,No
S1644,Nigeria,11.8453,10.1824,12.616,12.961,4.145,44.545,1.426,125.13,6.26,1.43,Critical,No
S1646,Nigeria,13.3713,4.6283,3.637,15.549,6.352,42.309,2.304,143.72,7.19,2.3,Critical,No
S1647,Nigeria,5.4699,8.8494,11.751,15.323,5.061,62.617,1.86,150.13,7.51,1.86,Critical,No
S1648,Nigeria,12.6372,1.9564,2.122,3.682,6.342,91.929,1.28,116.26,5.81,2.11,Critical,No
