Timestamp,Location,pH,Dissolved_Oxygen_mg_L,Turbidity_NTU,Conductivity_uS_cm,Arsenic_mg_L,Lead_mg_L,Cadmium_mg_L,Chromium_mg_L,Mercury_mg_L,Latitude,Longitude
2/11/2024 12:00,Location_47,8.29,4.94,1.63,1033.85,0.0083,0.0463,0.0069,0.0089,0.0032,18.490983,74.02943
2/11/2024 13:00,Location_48,6.34,5.86,3.61,1376.21,0.0489,0.0349,0.0087,0.0026,0.004,18.503752,73.825464
2/11/2024 14:00,Location_49,8.38,5.74,8.25,583.87,0.0054,0.0129,0.0037,0.0341,0.0042,18.554677,73.881637
2/11/2024 15:00,Location_50,7.12,9.23,6.17,970.11,0.0466,0.0282,0.0004,0.0126,0.0008,18.721147,73.8715
2/11/2024 16:00,Location_1,6.46,8.04,4.24,154.32,0.0457,0.0267,0.0097,0.025,0.0049,18.554623,74.009001
2/11/2024 17:00,Location_2,7.35,8.78,5,361.48,0.0263,0.0069,0.0002,0.0373,0.0041,18.481861,73.892458
2/11/2024 18:00,Location_3,8.18,5.5,8.62,1263.74,0.0362,0.0296,0.0095,0.0281,0.0053,18.425996,74.015583
2/11/2024 19:00,Location_4,7.83,7.75,3.73,1173.48,0.0218,0.0157,0.0037,0.0042,0.0027,18.431797,73.729403
2/11/2024 20:00,Location_5,8.02,7.43,8.76,590.9,0.0315,0.0026,0.0001,0.0093,0.0054,18.704019,73.776638
2/11/2024 21:00,Location_6,7.65,9,1.34,627.53,0.017,0.0474,0.0069,0.011,0.0052,18.577921,73.920614
2/11/2024 22:00,Location_7,7.73,9.44,7.88,846.98,0.0151,0.0321,0.0098,0.0129,0.0026,18.690472,74.078835
2/11/2024 23:00,Location_8,8.12,4.07,8.55,100.34,0.0289,0.0438,0.0097,0.0283,0.0023,18.672915,73.729903
2/12/2024 0:00,Location_9,6.62,8.04,2.23,437.74,0.0249,0.0338,0.0016,0.0252,0.0056,18.454145,73.717234
2/12/2024 1:00,Location_10,7.22,4.31,4.59,391.52,0.029,0.0178,0.0018,0.0102,0.0043,18.457155,73.76262
2/12/2024 2:00,Location_11,6.55,7.29,2.07,450.68,0.0143,0.0256,0.0057,0.0034,0.0056,18.702137,73.956461
2/12/2024 3:00,Location_12,8.47,5.73,7.21,1228.27,0.0183,0.0338,0.0064,0.0086,0.0048,18.688507,73.859597
2/12/2024 4:00,Location_13,8.36,5.84,5.59,491.54,0.0042,0.048,0.0074,0.0492,0.0037,18.551212,74.030221
2/12/2024 5:00,Location_14,6.1,6.12,6.54,368.13,0.0026,0.0127,0.0018,0.0234,0.0007,18.430969,73.728773
2/12/2024 6:00,Location_15,7.76,7.73,2.37,805.97,0.0127,0.0437,0.0096,0.0434,0.0017,18.404839,73.778566
2/12/2024 7:00,Location_16,8.31,6,2.51,1311.9,0.0037,0.0462,0.0064,0.0424,0.0058,18.515263,73.820011
2/12/2024 8:00,Location_17,6.45,8.4,0.89,437.89,0.0052,0.0335,0.0085,0.0256,0.0019,18.403689,73.950692
2/12/2024 9:00,Location_18,7.42,6.43,3.56,209.95,0.0406,0.0466,0.0054,0.0353,0.0006,18.492029,73.974069
2/12/2024 10:00,Location_19,8.29,4.41,5.82,598.97,0.0019,0.0199,0.0041,0.0096,0.0042,18.5678,73.749681
2/12/2024 11:00,Location_20,6.08,8.7,8.65,1146.71,0.0329,0.0477,0.0098,0.0344,0.0044,18.448566,74.077522
2/12/2024 12:00,Location_21,7.74,5.71,6.84,870.97,0.0136,0.0351,0.0058,0.0136,0.0017,18.441711,73.836418
2/12/2024 13:00,Location_22,6.74,6.6,4.64,1243.51,0.0436,0.0021,0.0087,0.0416,0.0018,18.758575,73.985268
2/12/2024 14:00,Location_23,8.31,8.11,9.55,1443.43,0.0242,0.0453,0.0095,0.0042,0.0028,18.634188,73.909683
2/12/2024 15:00,Location_24,8.43,5.99,7.33,1209.73,0.0153,0.0242,0.0068,0.0387,0.0001,18.773782,73.789103
2/12/2024 16:00,Location_25,8.36,4.34,9.34,945.32,0.0259,0.023,0.0055,0.005,0.0047,18.53833,74.038491
2/12/2024 17:00,Location_26,7.19,6.24,5.51,790.68,0.0191,0.0283,0,0.0441,0.0019,18.670858,74.027295
2/12/2024 18:00,Location_27,8.16,9.67,2.96,156.1,0.0282,0.0075,0.0004,0.0152,0.0051,18.481877,73.858429
2/12/2024 19:00,Location_28,8.11,7.85,1,1478.05,0.0057,0.0235,0.002,0.0327,0.0048,18.647336,73.935443
2/12/2024 20:00,Location_29,6.8,8.03,7.4,636.87,0.0498,0.0416,0.0019,0.0244,0.004,18.451834,73.80313
2/12/2024 21:00,Location_30,8.07,7.79,1.65,313.12,0.0213,0.0008,0.0025,0.0183,0.0019,18.400832,73.975941
2/12/2024 22:00,Location_31,6.09,5.19,3.38,1033.39,0.0174,0.0136,0.003,0.0323,0.0031,18.772613,73.823611
2/12/2024 23:00,Location_32,7.49,6.51,5.56,498,0.0355,0.0001,0.0036,0.0474,0.0027,18.621958,74.037631
2/13/2024 0:00,Location_33,6.58,8.51,5.86,920.09,0.0182,0.0208,0.0042,0.0021,0.002,18.770776,73.786954
2/13/2024 1:00,Location_34,6.3,4.61,6.21,921.48,0.0417,0.0364,0.001,0.0459,0.0051,18.533533,73.705921
2/13/2024 2:00,Location_35,6.19,5.67,2.08,724.02,0.0227,0.0399,0.0004,0.0305,0.0029,18.531114,73.807403
2/13/2024 3:00,Location_36,7.74,5.66,4.11,1270.57,0.036,0.0473,0.0067,0.0404,0.005,18.560262,73.776421
2/13/2024 4:00,Location_37,6.85,6.59,6.36,470.95,0.0054,0.0304,0.0054,0.0192,0.0006,18.682416,73.903315
2/13/2024 5:00,Location_38,7.81,9.88,9.71,728.09,0.0423,0.0127,0.0044,0.0236,0.0008,18.626323,73.781481
2/13/2024 6:00,Location_39,6.16,4.41,7.41,852.77,0.0368,0.0462,0.0063,0.0434,0.0059,18.770142,74.005276
2/13/2024 7:00,Location_40,6.79,7.11,9.26,1029.07,0.0106,0.0388,0.0083,0.0207,0.0035,18.410176,73.796548
2/13/2024 8:00,Location_41,7.35,5.08,7.74,1197.56,0.0073,0.0287,0.0043,0.0267,0.0031,18.683278,73.982787
2/13/2024 9:00,Location_42,7.98,9.82,6.12,652.73,0.0158,0.0348,0.0064,0.001,0.0031,18.532131,73.931388
2/13/2024 10:00,Location_43,6.8,4.68,2.32,1004.47,0.0488,0.0462,0.0095,0.0079,0.0013,18.472093,74.0945
2/13/2024 11:00,Location_44,7.56,6.42,6.83,310.86,0.0128,0.0356,0.0084,0.0321,0.0043,18.604158,74.09996
2/13/2024 12:00,Location_45,8.21,8.43,6.42,1405.71,0.0228,0.0184,0.0043,0.0358,0.0005,18.602026,74.04781
2/13/2024 13:00,Location_46,7.54,8.23,6.22,636.28,0.0015,0.0357,0.0064,0.0291,0.0034,18.454804,74.003993
2/13/2024 14:00,Location_47,6.58,6.54,5.15,1121.33,0.0199,0.002,0.0018,0.0072,0.0034,18.480758,73.854583
2/13/2024 15:00,Location_48,6.06,6.08,5.52,128.48,0.0286,0.0193,0.0056,0.0223,0.0055,18.563266,74.001311
2/13/2024 16:00,Location_49,8.18,6.39,3.68,387.26,0.0477,0.0203,0.0098,0.0178,0.0032,18.563525,74.08267
2/13/2024 17:00,Location_50,6.05,5.59,5.43,781.92,0.0258,0.0083,0.0052,0.0248,0.0008,18.527023,73.709351
2/13/2024 18:00,Location_1,8.19,5.23,2.38,1329.55,0.041,0.0012,0.0093,0.0435,0.0034,18.459418,73.915166
2/13/2024 19:00,Location_2,7.32,6.9,8.15,838.16,0.0274,0.0067,0.0041,0.0388,0.0005,18.401749,73.787199
2/13/2024 20:00,Location_3,8.35,5.61,2.26,1401.82,0.002,0.0327,0.01,0.0042,0.0012,18.788094,73.923151
2/13/2024 21:00,Location_4,8,5.72,1.31,777.32,0.0158,0.0401,0.0058,0.0445,0.0002,18.7774,73.886579
2/13/2024 22:00,Location_5,8.49,7.94,4.64,786.63,0.0288,0.0494,0.0004,0.0236,0.0031,18.59346,73.930307
2/13/2024 23:00,Location_6,6.88,9.81,6.75,267.65,0.0475,0.0173,0.0059,0.0372,0.0005,18.798021,73.920385
2/14/2024 0:00,Location_7,7.92,7.62,4.66,1223.72,0.043,0.03,0.0027,0.007,0.0028,18.669462,74.084043
2/14/2024 1:00,Location_8,7,4.46,3.13,445.75,0.0114,0.0469,0.0003,0.0335,0.0056,18.427543,73.920874
2/14/2024 2:00,Location_9,7.2,4.45,5.8,1359.46,0.011,0.0084,0.0082,0.0118,0.0043,18.447087,74.038493
2/14/2024 3:00,Location_10,7.57,9.71,3.8,1375.15,0.0101,0.0359,0.0028,0.0219,0.0005,18.766444,73.827928
2/14/2024 4:00,Location_11,8.18,5.78,9.36,1420.63,0.0461,0.0377,0.008,0.0008,0.0013,18.652021,73.87524
2/14/2024 5:00,Location_12,8.46,4.55,9.27,828.32,0.0426,0.0044,0.0029,0.0076,0.004,18.737273,73.888165
2/14/2024 6:00,Location_13,7.92,7.59,5.27,1047.93,0.0387,0.0431,0.0019,0.0046,0.0054,18.759308,73.811491
2/14/2024 7:00,Location_14,7.04,7.74,3.61,1189.92,0.0196,0.0407,0.0097,0.012,0.0002,18.579177,73.851916
2/14/2024 8:00,Location_15,7.05,7.89,7.5,283.42,0.0252,0.0017,0.0036,0.005,0.0049,18.41941,73.939405
2/14/2024 9:00,Location_16,7.84,5.6,0.85,941.34,0.0232,0.0046,0.006,0.0346,0.0034,18.475312,73.932075
2/14/2024 10:00,Location_17,6.6,4.09,5.01,148.02,0.0127,0.0025,0.0061,0.0015,0.0033,18.426629,73.954574
2/14/2024 11:00,Location_18,6.28,9.79,3.7,796.59,0.0253,0.0167,0.0056,0.0309,0.0057,18.475496,73.840727
2/14/2024 12:00,Location_19,6.89,5.51,9.25,316.78,0.0015,0.0255,0.0091,0.007,0.0045,18.564213,73.826333
2/14/2024 13:00,Location_20,6.72,8.06,0.61,356.09,0.0066,0.0266,0.0067,0.0473,0.0051,18.447279,73.944647
2/14/2024 14:00,Location_21,6.74,8.24,5.75,611.07,0.0443,0.0134,0.004,0.0467,0.0021,18.466693,73.753145
2/14/2024 15:00,Location_22,6.58,7.66,7.54,705.41,0.0376,0.0456,0.0086,0.0113,0.0033,18.578329,73.801213
2/14/2024 16:00,Location_23,6.11,5.88,5.11,972.44,0.0211,0.0184,0.0018,0.0307,0.0037,18.536068,73.716851
2/14/2024 17:00,Location_24,6.04,5.63,1.31,204.2,0.0259,0.0023,0.0054,0.0014,0.0019,18.587063,73.729044
2/14/2024 18:00,Location_25,8.47,7.59,9.74,805.17,0.0185,0.015,0.0095,0.0466,0.0034,18.571669,73.797353
2/14/2024 19:00,Location_26,7.07,9.2,5.42,355.68,0.037,0.0266,0.0063,0.0261,0.0014,18.657791,73.707812
2/14/2024 20:00,Location_27,6.96,9.68,6.33,903.57,0.0392,0.0204,0.0082,0.0022,0.0009,18.774876,73.798164
2/14/2024 21:00,Location_28,7.7,4.64,2.75,992.37,0.0382,0.0137,0.0065,0.0171,0.0022,18.443146,73.961991
2/14/2024 22:00,Location_29,6.55,4.93,5.09,879.39,0.0361,0.0066,0.0084,0.0038,0.0044,18.439704,73.724443
2/14/2024 23:00,Location_30,8.37,9.67,4.58,1133.61,0.0102,0.041,0.0094,0.0196,0.0055,18.741122,73.874695
2/15/2024 0:00,Location_31,7.97,8.42,1.21,569.85,0.0169,0.0498,0.0027,0.0335,0.0027,18.602559,74.065244
2/15/2024 1:00,Location_32,6.22,9.3,1.51,1171.15,0.0235,0.0165,0.0017,0.0235,0.0039,18.706562,74.016514
2/15/2024 2:00,Location_33,7.04,5.22,8.46,705.87,0.0165,0.0191,0.0048,0.0192,0.0006,18.486169,73.822175
2/15/2024 3:00,Location_34,8.2,7.53,2.78,777.86,0.0377,0.0309,0.007,0.006,0.0054,18.731545,74.069922
2/15/2024 4:00,Location_35,8.36,8.21,2.35,1007.34,0.0165,0.0359,0.0023,0.0122,0.0034,18.769539,73.831859
2/15/2024 5:00,Location_36,7.17,8.08,5.3,125.7,0.0069,0.0196,0,0.005,0.0047,18.654193,73.729006
2/15/2024 6:00,Location_37,7.53,6.45,7.8,1015.59,0.02,0.0452,0.0034,0.0404,0.0048,18.442352,74.097622
2/15/2024 7:00,Location_38,6.42,4.09,1.09,966.02,0.049,0.028,0.0097,0.0068,0.0015,18.758118,74.048009
2/15/2024 8:00,Location_39,8.48,7.5,5.98,533.79,0.0113,0.0225,0.0069,0.0298,0.0032,18.716995,73.886373
2/15/2024 9:00,Location_40,6.58,5.52,1.63,220.11,0.0306,0.0323,0.004,0.0171,0.0058,18.700351,73.966551
2/15/2024 10:00,Location_41,8.36,6.7,0.85,227.31,0.0216,0.0476,0.0019,0.0113,0.0005,18.414691,73.968491
2/15/2024 11:00,Location_42,7.62,9.75,1,1392.51,0.0036,0.0397,0.0036,0.032,0.0041,18.719585,73.777793
2/15/2024 12:00,Location_43,7.52,6.39,8.42,1064.99,0.0244,0.002,0.0017,0.0229,0.0058,18.45518,73.780019
2/15/2024 13:00,Location_44,7.28,9.04,1.62,277.94,0.0351,0.0166,0.0011,0.02,0.0018,18.488954,73.887832
2/15/2024 14:00,Location_45,6.58,5.13,0.93,599.41,0.0257,0.0235,0.0091,0.0296,0.0052,18.630854,74.064629
2/15/2024 15:00,Location_46,6.44,8.03,4.66,929.48,0.0436,0.0157,0.01,0.0246,0.0056,18.505992,73.703998
2/15/2024 16:00,Location_47,6.55,9.86,8.52,1269.8,0.0144,0.035,0.0016,0.0152,0.0045,18.664539,74.013002
2/15/2024 17:00,Location_48,6.47,4.61,2.99,161.13,0.0043,0.0413,0.0005,0.028,0.0014,18.643228,73.723011
2/15/2024 18:00,Location_49,7.95,4.05,4.51,431.29,0.0468,0.0366,0.0033,0.0335,0.002,18.44326,73.891289
2/15/2024 19:00,Location_50,6.88,6.6,0.88,1345.65,0.0189,0.0495,0.0046,0.0013,0.0002,18.662406,73.955149
2/15/2024 20:00,Location_1,6.14,4.56,4.77,112.83,0.0288,0.0136,0.002,0.0233,0.005,18.769582,73.974704
2/15/2024 21:00,Location_2,8.42,8.49,5.99,381.96,0.0396,0.0437,0.003,0.0029,0.0051,18.464444,73.723392
2/15/2024 22:00,Location_3,8.21,9.49,5.92,1442.63,0.0162,0.0383,0.002,0.0093,0.0038,18.638825,73.867441
2/15/2024 23:00,Location_4,8.32,6.6,3.66,958.76,0.0358,0.0181,0.0077,0.028,0.0021,18.536746,73.933535
2/16/2024 0:00,Location_5,8.49,5.55,3.5,466.34,0.0068,0.0367,0.0071,0.0433,0.0005,18.583845,73.726418
2/16/2024 1:00,Location_6,6.43,6.61,1.51,193.79,0.0146,0.0052,0.0063,0.0441,0.0045,18.5148,73.754038
2/16/2024 2:00,Location_7,6.99,8.34,3.98,139.47,0.0072,0.0395,0.0039,0.0035,0.0044,18.541652,73.96546
2/16/2024 3:00,Location_8,7.9,4.05,1.45,442.64,0.0406,0.0266,0.0091,0.021,0.0055,18.411565,73.908655
2/16/2024 4:00,Location_9,7.74,7.54,7.78,1334.08,0.0111,0.0146,0.0097,0.0292,0.0044,18.792621,73.764731
2/16/2024 5:00,Location_10,6.38,7.68,9.68,682.28,0.0359,0.0328,0.0017,0.0074,0.005,18.64992,73.914096
2/16/2024 6:00,Location_11,8.04,7.83,9.72,1108.47,0.0472,0.0321,0.0022,0.0383,0.0045,18.600282,74.065077
2/16/2024 7:00,Location_12,6.56,5.45,8.72,1385.6,0.0264,0.0105,0.0053,0.0372,0.0038,18.553486,73.706235
2/16/2024 8:00,Location_13,6.56,8.28,6.21,671.26,0.027,0.0015,0.0009,0.0452,0.0026,18.61575,73.957054
2/16/2024 9:00,Location_14,7.34,4.55,7.16,367.79,0.0231,0.0217,0.0044,0.0004,0.0054,18.552042,73.72946
2/16/2024 10:00,Location_15,7.48,5.2,3.21,823.97,0.0163,0.0285,0.0058,0.0108,0.0039,18.543963,73.70258
2/16/2024 11:00,Location_16,7.45,9.26,6.49,1371.32,0.0238,0.0438,0.0052,0.0414,0.0024,18.585579,73.760262
2/16/2024 12:00,Location_17,6.23,8.43,4.83,1226.12,0.0301,0.0464,0.0033,0.0335,0.0005,18.510393,73.869163
2/16/2024 13:00,Location_18,8.19,4.08,5.08,192.16,0.0493,0.0264,0.0054,0.0447,0.0017,18.47202,74.020938
2/16/2024 14:00,Location_19,6.66,5.49,7.7,1069.6,0.0469,0.0377,0.0096,0.0029,0.0033,18.622642,73.812714
2/16/2024 15:00,Location_20,6.32,5.29,3.18,900.66,0.0431,0.022,0.0021,0.0298,0.0017,18.737106,73.950269
2/16/2024 16:00,Location_21,8.22,5.62,3.52,1370.45,0.0445,0.0373,0.0065,0.0285,0.0013,18.461131,73.864463
2/16/2024 17:00,Location_22,8.39,5.49,9.28,271.47,0.0234,0.0102,0.0004,0.0018,0.0032,18.413094,73.793733
2/16/2024 18:00,Location_23,8.16,4.38,1.03,847.65,0.0329,0.0186,0.0007,0.0257,0.001,18.498725,73.905699
2/16/2024 19:00,Location_24,8.02,6.75,5.11,1331.25,0.0448,0.0317,0.0055,0.0305,0.0048,18.791888,74.018986
2/16/2024 20:00,Location_25,7.64,8.4,9.17,674.03,0.0196,0.0009,0.001,0.0096,0.0029,18.731503,74.032997
2/16/2024 21:00,Location_26,7.38,7.64,6.3,774.79,0.0481,0.0361,0.0002,0.0137,0.0034,18.638346,74.038608
2/16/2024 22:00,Location_27,6.22,8.04,5.69,198.64,0.0208,0.0418,0.0017,0.032,0.0009,18.7717,73.835423
2/16/2024 23:00,Location_28,7.02,4.49,2.87,489.4,0.0301,0.02,0.0056,0.0234,0.0019,18.578112,74.017382
2/17/2024 0:00,Location_29,6.93,9.71,3.76,554.31,0.0355,0.0224,0.007,0.0429,0.0025,18.793312,73.784871
2/17/2024 1:00,Location_30,6.65,9.03,8.59,1423.17,0.0475,0.0426,0.002,0.0171,0.0048,18.518521,73.99537
2/17/2024 2:00,Location_31,7.81,8.83,5.81,495.73,0.0122,0.0388,0.0067,0.0133,0.0046,18.496122,74.079354
2/17/2024 3:00,Location_32,7.24,8.94,5.39,745.22,0.0373,0.0144,0.0018,0.0492,0.0013,18.655219,73.705498
2/17/2024 4:00,Location_33,6.2,9.6,1.45,1039.83,0.026,0.0162,0.0061,0.0456,0.0037,18.551262,73.876146
2/17/2024 5:00,Location_34,6.55,7.27,0.65,327.06,0.0134,0.0339,0.0041,0.0014,0.0015,18.650546,73.959108
2/17/2024 6:00,Location_35,7.71,5.2,9.66,781.02,0.0388,0.0282,0.0065,0.0385,0.0059,18.521998,73.98071
2/17/2024 7:00,Location_36,6.19,7.7,4.08,1133.95,0.0276,0.0081,0.01,0.0055,0.0057,18.647167,73.770435
2/17/2024 8:00,Location_37,8.13,8.46,6.23,1313.6,0.033,0.0155,0.0094,0.0014,0.0034,18.510299,74.088873
2/17/2024 9:00,Location_38,7.24,8.43,1.26,976.76,0.0161,0.045,0,0.0137,0.0042,18.420389,73.946106
2/17/2024 10:00,Location_39,7.2,7.13,6.99,1036.67,0.0241,0.0344,0.0089,0.0135,0.0048,18.764854,73.765736
2/17/2024 11:00,Location_40,7.48,4.41,9.36,276.8,0.0309,0.0493,0.0007,0.041,0.0043,18.753282,73.708209
2/17/2024 12:00,Location_41,8.06,6.23,5.97,1424.09,0.0202,0.0384,0.0095,0.0355,0.0042,18.788319,74.013306
2/17/2024 13:00,Location_42,6.87,9.52,1.7,285.6,0.0099,0.0471,0.0028,0.0491,0.0058,18.686611,73.731882
2/17/2024 14:00,Location_43,7.7,7.51,6.03,1184.54,0.0481,0.0108,0.0038,0.0356,0.0036,18.673088,73.75642
2/17/2024 15:00,Location_44,7.41,7.23,7.78,470.74,0.0256,0.0386,0.0009,0.0209,0.0038,18.623601,73.929932
2/17/2024 16:00,Location_45,6.67,5.61,4.36,1407.03,0.0367,0.001,0.0011,0.0349,0.0051,18.450377,73.941402
2/17/2024 17:00,Location_46,8.2,6.21,8.86,1107.94,0.0206,0.0335,0.0073,0.05,0.004,18.475694,73.974755
2/17/2024 18:00,Location_47,7.99,9.37,6.66,1155.34,0.0178,0.0235,0.0094,0.0355,0.0044,18.515788,73.857406
2/17/2024 19:00,Location_48,7.65,8,9.04,406.68,0.0204,0.0173,0.0061,0.0381,0.0014,18.756063,74.009559
2/17/2024 20:00,Location_49,8.13,8.72,6.42,720.26,0.0205,0.0431,0.0072,0.0469,0.0022,18.469188,74.089743
2/17/2024 21:00,Location_50,8.17,6.73,1.75,964.94,0.0272,0.0427,0.0076,0.0057,0.0009,18.769149,73.808438
2/17/2024 22:00,Location_1,7.77,7.78,3.44,1177.96,0.0272,0.0011,0.0026,0.0352,0.003,18.609114,73.981211
2/17/2024 23:00,Location_2,8.09,5.49,2.42,245.54,0.0249,0.0305,0.0005,0.0425,0.0027,18.686228,74.071387
2/18/2024 0:00,Location_3,7.74,8.23,9.13,1447.31,0.0067,0.0184,0,0.0477,0.006,18.444098,73.974515
2/18/2024 1:00,Location_4,7.7,6.57,7.72,1346.31,0.0248,0.0208,0.0035,0.0105,0.0037,18.507613,73.972444
2/18/2024 2:00,Location_5,7.55,6.66,6.93,478.49,0.0085,0.0416,0.0024,0.0252,0.0047,18.783407,73.789509
2/18/2024 3:00,Location_6,7.88,7.9,3.36,1251.86,0.0063,0.0155,0.0006,0.034,0.002,18.50646,73.914052
2/18/2024 4:00,Location_7,6.4,9.62,2.25,825.65,0.0466,0.0472,0.0018,0.0124,0.005,18.518609,73.925009
2/18/2024 5:00,Location_8,8.2,4.38,7.69,746.53,0.0302,0.009,0.0012,0.03,0.0037,18.479039,73.980052
2/18/2024 6:00,Location_9,8.18,8.95,5,540.21,0.033,0.0331,0.0091,0.0129,0.0042,18.451629,74.098729
2/18/2024 7:00,Location_10,6.07,5.75,2.65,913.36,0.0201,0.0336,0.0014,0.0167,0.0018,18.493303,73.713458
2/18/2024 8:00,Location_11,8.06,6.66,6.36,1121.84,0.0454,0.0126,0.0054,0.0221,0.0033,18.656931,73.726093
2/18/2024 9:00,Location_12,6.32,4.13,0.88,675.31,0.0319,0.0162,0.0059,0.0265,0.0038,18.582147,73.73118
2/18/2024 10:00,Location_13,6.84,5.81,3.6,980.91,0.0385,0.0417,0.0054,0.0225,0.0035,18.621502,73.997192
2/18/2024 11:00,Location_14,7.86,7.02,4.95,1079.04,0.0184,0.0381,0.001,0.0247,0.0055,18.448946,73.754542
2/18/2024 12:00,Location_15,6.4,4.34,1.91,1095.57,0.048,0.0165,0.0032,0.0149,0.0054,18.720847,73.948981
2/18/2024 13:00,Location_16,8.04,6.95,9.85,172.75,0.041,0.0267,0.0005,0.0079,0.0058,18.713638,73.829868
2/18/2024 14:00,Location_17,8.08,9.56,2.49,1303.65,0.0427,0.0031,0.004,0.0024,0.004,18.408636,73.882928
2/18/2024 15:00,Location_18,7.27,4.63,1.74,741.55,0.0086,0.0104,0.0019,0.0098,0.0058,18.553406,73.786265
2/18/2024 16:00,Location_19,6.02,8.59,2.43,467.38,0.0135,0.0243,0.0056,0.0291,0.005,18.427508,74.046443
2/18/2024 17:00,Location_20,6.72,6.46,7.81,438.47,0.0143,0.0043,0.0069,0.0393,0.0016,18.716842,73.93446
2/18/2024 18:00,Location_21,7.54,7.93,4.54,776.22,0.0135,0.0422,0.0053,0.0085,0.0026,18.694908,74.077825
2/18/2024 19:00,Location_22,8.45,5.56,5.87,1341.56,0.0428,0.0359,0.0043,0.0054,0.0014,18.760795,73.929838
2/18/2024 20:00,Location_23,7.58,4.96,0.7,629.69,0.0016,0.0472,0.0039,0.0375,0,18.494562,73.749563
2/18/2024 21:00,Location_24,6.65,4.96,0.83,1149.62,0.0038,0.0347,0.0084,0.0153,0.0011,18.582518,73.768348
2/18/2024 22:00,Location_25,7.59,4.42,4.74,235.55,0.0137,0.047,0.0022,0.0476,0,18.473795,74.09563
2/18/2024 23:00,Location_26,7.35,5.11,8.26,766.48,0.01,0.0277,0.0073,0.0357,0.0043,18.548494,73.990226
2/19/2024 0:00,Location_27,7.95,7.99,8.91,1488.36,0.0116,0.03,0.0076,0.0163,0.0026,18.608897,73.719712
2/19/2024 1:00,Location_28,6.27,9.29,1.32,1178.61,0.0399,0.0488,0.0042,0.0145,0.0019,18.421332,73.981512
2/19/2024 2:00,Location_29,7.9,8.88,5.61,394.74,0.0282,0.0321,0.003,0.0262,0.0046,18.685948,73.864869
2/19/2024 3:00,Location_30,7.35,8.11,9.18,802.02,0.0003,0.0015,0.0047,0.004,0.005,18.617317,73.822883
2/19/2024 4:00,Location_31,8.41,4.66,4.19,427.07,0.0215,0.0362,0.0009,0.0059,0.0059,18.731584,73.761624
2/19/2024 5:00,Location_32,6.85,5.74,8.38,673.39,0.0204,0.0453,0.0005,0.0088,0.0039,18.508712,74.035962
2/19/2024 6:00,Location_33,7.58,5.86,1.77,1192.12,0.0057,0.0398,0.0011,0.0387,0.0028,18.761328,73.725537
2/19/2024 7:00,Location_34,8.33,5.5,9.39,1179.71,0.0338,0.0292,0.0019,0.0257,0.0018,18.799478,73.815934
2/19/2024 8:00,Location_35,6.26,7.09,7.64,419.34,0.0351,0.0336,0.005,0.0005,0.0013,18.767719,73.822553
2/19/2024 9:00,Location_36,8.34,7.21,9.44,1391.11,0.036,0.0495,0.0085,0.0337,0.0013,18.711157,73.764362
2/19/2024 10:00,Location_37,7.72,6.14,6.93,929.6,0.0364,0.0045,0.0024,0.0212,0.0025,18.724948,73.903274
2/19/2024 11:00,Location_38,6.17,6.12,3.95,631.89,0,0.0334,0.0094,0.0255,0.006,18.629498,73.704681
2/19/2024 12:00,Location_39,6.75,8.97,9.41,802.71,0.0477,0.0142,0.0095,0.0107,0,18.476062,73.82039
2/19/2024 13:00,Location_40,7.77,8.74,3.12,947.1,0.0407,0.032,0.0096,0.0276,0.0012,18.670816,74.073452
2/19/2024 14:00,Location_41,6.17,5.85,3.66,883.85,0.0452,0.0304,0.0084,0.049,0.0011,18.685101,73.824212
2/19/2024 15:00,Location_42,7.46,9.48,7.16,780.97,0.0008,0.0077,0.0036,0.0037,0.0043,18.794154,73.844184
2/19/2024 16:00,Location_43,6.86,9.72,7.77,806.91,0.0467,0.0103,0.0007,0.0142,0.0021,18.616521,73.889266
2/19/2024 17:00,Location_44,7.55,5.96,9.33,346.98,0.0405,0.0311,0.0057,0.0121,0.0027,18.508548,73.924677
2/19/2024 18:00,Location_45,6.11,6.13,2.45,1237.83,0.0419,0.0064,0.0056,0.0124,0.0009,18.673469,74.023483
2/19/2024 19:00,Location_46,8.18,7.03,8.08,858.46,0.0047,0.0133,0.0085,0.0189,0.0024,18.79175,73.776128
2/19/2024 20:00,Location_47,8.43,9.65,7.52,283.51,0.0369,0.0418,0.01,0.0409,0.0006,18.470886,74.048699
2/19/2024 21:00,Location_48,8.42,9.26,1.11,1172.62,0.048,0.0164,0.0051,0.0456,0.0032,18.530399,74.00302
2/19/2024 22:00,Location_49,7.87,4.62,4.18,1405.42,0.0339,0.0244,0.0035,0.0101,0.0006,18.616752,73.98906
2/19/2024 23:00,Location_50,6.33,6.36,3.19,1426.23,0.0285,0.0471,0.0019,0.0271,0.0047,18.468086,73.734722
2/20/2024 0:00,Location_1,7.9,7.32,3.39,616.62,0.0473,0.0114,0,0.0318,0.0034,18.408888,73.708656
2/20/2024 1:00,Location_2,6.06,7.02,9.84,289.72,0.0221,0.0195,0.0051,0.0261,0.0043,18.534793,73.937605
2/20/2024 2:00,Location_3,6.06,5.16,6.61,825.76,0.03,0.0303,0.0056,0.0217,0.0025,18.746148,74.045254
2/20/2024 3:00,Location_4,6.81,9.15,7.32,257.65,0.0238,0.0378,0.0082,0.0096,0.0023,18.417387,73.933777
